col_id,col_w,col_desc,eotf,Wx,Wy,Rx,Ry,Gx,Gy,Bx,By,M0,M1,M2,M3,M4,M5,M6,M7,M8
sRGB,D65,sRGB spec,non-linear gamma near 2.2,0.3127000000000000,0.3290000000000000,0.6400000000000000,0.3300000000000000,0.3000000000000000,0.6000000000000000,0.1500000000000000,0.0600000000000000,1.0000000000000000,0.0000000000000003,-0.0000000000000001,-0.0000000000000001,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000002
sRGB_D93,D93,sRGB D93,non-linear gamma near 2.2,0.2831109374591642,0.2970729817807810,0.6400000000000000,0.3300000000000000,0.3000000000000000,0.6000000000000000,0.1500000000000000,0.0600000000000000,0.8466411758838531,0.0000000000000001,0.0000000000000000,-0.0000000000000000,1.0110016213490647,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.3427241912596284
BT460_6,C,BT.470-6 / Brazil PAL-M / France SECAM,gamma 2.8,0.3085489296804946,0.3249281021620830,0.6700000000000000,0.3300000000000000,0.2100000000000000,0.7100000000000000,0.1400000000000000,0.0800000000000000,1.4412805008458789,-0.3844682570732998,-0.0790374357898879,-0.0262634343891949,0.9651379775539378,0.0635821671782147,-0.0260177078102697,-0.0414323979061025,1.1085760958018831
BT601_525,D65,BT.601-525 NTSC,non-linear gamma near 2.2,0.3127000000000000,0.3290000000000000,0.6300000000000000,0.3400000000000000,0.3100000000000000,0.5950000000000000,0.1550000000000000,0.0700000000000000,0.9395420637732393,0.0501813568598678,0.0102765793668928,0.0177722231435608,0.9657928624969044,0.0164349143595347,-0.0016215999431855,-0.0043697496597356,1.0059913496029214
BT601_525_D93,D93,BT.601-525 NTSC-J,non-linear gamma 2.2,0.2831109374591642,0.2970729817807810,0.6300000000000000,0.3400000000000000,0.3100000000000000,0.5950000000000000,0.1550000000000000,0.0700000000000000,0.7822490684754086,0.0506168576073398,0.0137752498011040,0.0147968947158740,0.9741745313046067,0.0220301953285839,-0.0013501205469208,-0.0044076726925543,1.3484819844991036
BT601_625,D65,BT.601-625 PAL,non-linear gamma near 2.2,0.3127000000000000,0.3290000000000000,0.6400000000000000,0.3300000000000000,0.2900000000000000,0.6000000000000000,0.1500000000000000,0.0600000000000000,1.0440432087628346,-0.0440432087628348,0.0000000000000001,-0.0000000000000000,1.0000000000000002,0.0000000000000000,0.0000000000000000,0.0117933782840052,0.9882066217159947
BT709,D65,BT.709 HD spec,BT.1886,0.3127000000000000,0.3290000000000000,0.6400000000000000,0.3300000000000000,0.3000000000000000,0.6000000000000000,0.1500000000000000,0.0600000000000000,1.0000000000000000,0.0000000000000003,-0.0000000000000001,-0.0000000000000001,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000002
BT709_D93,D93,BT.709 HD D93,BT.1886,0.2831109374591642,0.2970729817807810,0.6400000000000000,0.3300000000000000,0.3000000000000000,0.6000000000000000,0.1500000000000000,0.0600000000000000,0.8466411758838531,0.0000000000000001,0.0000000000000000,-0.0000000000000000,1.0110016213490647,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.3427241912596284
BT2020,D65,BT.2020 UHD spec,SDR BT.1886 / HDR PQ,0.3127000000000000,0.3290000000000000,0.7080000000000000,0.2920000000000000,0.1700000000000000,0.7970000000000000,0.1310000000000000,0.0460000000000000,1.6604910021084340,-0.5876411387885493,-0.0728498633198848,-0.1245504745215906,1.1328998971259601,-0.0083494226043695,-0.0181507633549052,-0.1005788980080074,1.1187296613629130
AppleRGB,D65,AppleRGB Macintosh spec,gamma 1.8,0.3127000000000000,0.3290000000000000,0.6250000000000000,0.3400000000000000,0.2800000000000000,0.5950000000000000,0.1550000000000000,0.0700000000000000,1.0687158545276878,-0.0786096959800392,0.0098938414523515,0.0241062551349181,0.9600709276463431,0.0158228172187390,0.0017343533570502,0.0297411444653613,0.9685245021775887
ARIBTRB9v1,D93,ARIB TR B9 v1.0 1125/60 HDTV,non-linear gamma near 2.2,0.2831109374591642,0.2970729817807810,0.6700000000000000,0.3300000000000000,0.2100000000000000,0.7100000000000000,0.1400000000000000,0.0800000000000000,1.3272128334714093,-0.3802108879412366,-0.1003607696463202,-0.0241848600268417,0.9544506228550125,0.0807358585208939,-0.0239585810555497,-0.0409736005706461,1.4076563728858242
Raney_PVM_20M2U,D93,Sony PVM 20M2U by Keith Raney,gamma 2.25,0.2831109374591642,0.2970729817807810,0.6300000000000000,0.3450000000000000,0.2850000000000000,0.6050000000000000,0.1500000000000000,0.0650000000000000,0.9241392201737613,-0.0690701363506526,-0.0084279079392561,0.0231962420140721,0.9729221778325590,0.0148832015024337,-0.0054875731998806,0.0098220960740544,1.3383896683854550
Raney_PVM_20L2MDU,D93,Sony PVM 20L2MDU by Keith Raney,gamma 2.25,0.2831109374591642,0.2970729817807810,0.6250000000000000,0.3450000000000000,0.2800000000000000,0.6050000000000000,0.1500000000000000,0.0650000000000000,0.9442709390190108,-0.0892553409345729,-0.0083744222005855,0.0272249511777154,0.9689879214123341,0.0147887487590152,-0.0024840999871762,0.0153123986072025,1.3298958926396023
